,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory _Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
1892,0,57,2,61620,0.0,14,13.0,5,12,2,8,3,2,3.0,4.0,1.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4183,1,29,35,23070,1.0,11,7.0,0,7,0,7,2,2,4.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2886,0,53,6,120610,2.0,20,30.0,2,15,6,12,4,4,2.0,1.0,3.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
1755,0,35,1,136100,4.0,22,16.0,4,13,4,12,4,2,2.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3014,0,51,11,105270,4.0,14,31.0,3,29,11,10,3,4,4.0,4.0,4.0,1,1,1,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3898,1,36,1,54860,7.0,6,10.0,2,5,0,3,3,1,4.0,2.0,2.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3680,0,52,2,45070,1.0,12,33.0,3,33,15,12,3,4,1.0,4.0,4.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2431,0,45,2,103680,6.0,12,23.0,2,19,12,8,3,3,4.0,3.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
47,0,31,13,28040,0.0,19,3.0,0,2,2,2,3,3,2.0,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1260,0,49,1,35910,9.0,13,22.0,2,3,1,2,3,3,1.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
3972,1,27,32,22930,0.0,11,5.0,0,4,0,2,3,4,3.0,1.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1732,0,33,22,60910,1.0,15,5.0,6,5,1,4,3,4,3.0,3.0,4.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2128,0,48,2,62720,4.0,14,29.0,3,22,12,9,3,1,4.0,2.0,3.0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4381,1,28,12,25610,1.0,15,2.0,3,2,2,2,4,2,3.0,2.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1129,0,25,23,30690,2.0,14,6.0,3,2,2,2,3,4,2.0,3.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
3903,1,50,14,49000,1.0,4,3.0,3,3,0,2,3,2,3.0,3.0,3.0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1960,0,43,1,46780,5.0,25,8.0,0,6,0,2,4,2,2.0,2.0,3.0,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1998,0,49,3,108450,3.0,24,27.0,4,4,1,2,4,2,2.0,3.0,3.0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2110,0,58,8,29360,2.0,13,23.0,3,2,2,2,3,3,4.0,4.0,4.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
795,0,33,2,97250,1.0,11,14.0,0,14,2,13,3,2,3.0,3.0,4.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3193,0,43,1,46780,5.0,25,8.0,0,6,0,2,4,3,3.0,2.0,4.0,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
396,0,30,3,56050,0.0,12,9.0,0,8,1,7,3,2,4.0,4.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
4178,1,26,10,157870,1.0,11,8.0,5,8,7,4,1,2,2.0,3.0,2.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
4203,1,18,2,34680,1.0,14,0.0,4,0,0,0,1,2,3.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
2454,0,31,6,24370,9.0,14,9.0,3,2,2,2,3,2,3.0,3.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
853,0,33,6,82240,6.0,19,14.0,3,10,7,6,3,4,4.0,4.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1792,0,51,17,182000,0.0,17,8.0,3,7,7,7,3,3,2.0,4.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
3932,1,33,13,71400,5.0,13,8.0,2,5,0,4,4,3,3.0,2.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3037,0,50,16,154020,4.0,21,25.0,3,3,1,2,4,3,4.0,4.0,4.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1397,0,42,4,53900,1.0,14,10.0,3,10,5,8,3,1,4.0,3.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3152,0,42,1,106850,4.0,11,4.0,2,1,0,0,3,2,4.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
866,0,40,22,102740,4.0,18,12.0,3,5,0,3,3,3,4.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
458,0,43,4,96990,8.0,19,18.0,3,8,0,1,3,3,2.0,3.0,2.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
2698,0,47,2,50210,2.0,17,20.0,3,7,1,7,3,3,2.0,2.0,2.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1354,0,37,1,20080,3.0,22,15.0,5,13,10,7,4,4,4.0,3.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1281,0,33,7,193920,6.0,12,12.0,3,10,8,8,3,4,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
2866,0,48,2,54150,7.0,11,27.0,1,15,4,8,3,3,4.0,1.0,3.0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
154,0,35,10,28090,4.0,23,10.0,2,8,0,0,4,3,3.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
242,0,44,6,135030,2.0,12,9.0,6,5,1,4,3,3,1.0,3.089749430523918,3.0161804922515953,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1048,0,27,6,45990,1.0,15,1.0,3,1,0,0,3,4,2.0,1.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2620,0,35,10,28090,4.0,23,11.279936378095888,2,8,0,0,4,3,4.0,4.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
3403,0,36,1,28380,1.0,16,5.0,5,5,0,2,3,3,4.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3509,0,43,7,12740,1.0,13,6.0,3,5,1,4,3,3,3.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
349,0,42,9,59400,7.0,16,10.0,2,5,0,3,3,4,3.0,4.0,3.0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
3325,0,35,8,43230,2.0,11,15.0,3,7,1,7,3,3,4.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
211,0,29,2,41570,1.0,17,6.0,2,6,1,2,3,2,4.0,4.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1171,0,53,1,39890,1.0,13,5.0,2,4,1,3,3,3,2.0,4.0,4.0,1,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1241,0,45,14,79910,0.0,13,21.0,2,20,4,10,3,2,3.0,3.0,3.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
2653,0,25,2,190940,1.0,16,7.0,3,7,0,6,1,3,3.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2119,0,47,2,31960,4.0,14,7.0,3,2,2,0,3,3,2.0,3.0,3.0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
340,0,29,4,66730,6.0,12,8.0,2,4,0,3,3,3,3.0,3.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2719,0,29,16,29260,1.0,15,2.0,3,2,2,2,3,3,4.0,4.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1194,0,30,14,64300,1.0,12,12.0,2,11,5,8,3,3,2.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2623,0,48,5,108540,2.0,14,14.0,6,9,6,7,2,3,3.0,3.0,4.0,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
418,0,59,4,56740,3.0,12,14.0,6,6,0,4,3,4,4.0,4.0,3.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
311,0,45,1,20880,4.0,15,18.0,2,5,0,2,3,2,1.0,2.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
3051,0,38,2,107250,3.0,18,11.0,5,7,1,7,3,3,3.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2895,0,54,4,24780,6.0,11,13.0,0,9,7,0,3,3,2.0,2.0,4.0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
126,0,41,6,27820,1.0,14,10.0,2,10,0,7,3,4,2.0,4.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1607,0,38,3,100480,1.0,23,6.0,2,5,1,3,4,3,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
503,0,28,5,23510,1.0,16,6.0,4,6,3,3,3,3,2.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
3559,0,30,7,92500,1.0,14,11.0,0,11,2,7,3,4,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3958,1,29,23,17900,5.0,7,6.0,4,2,1,1,2,2,1.0,4.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
911,0,48,2,197400,3.0,14,24.0,2,22,4,7,3,2,2.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
976,0,33,2,16110,0.0,14,10.0,2,9,8,1,3,3,4.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1662,0,54,4,24780,6.0,11,13.0,0,9,7,0,3,2,3.0,4.0,3.0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3882,1,56,1,25590,1.0,14,5.0,3,4,1,0,3,1,2.0,3.0,3.0,1,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1184,0,38,6,49300,9.0,14,14.0,0,1,0,0,3,4,1.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3182,0,29,8,24040,1.0,17,10.0,3,10,1,5,3,4,2.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
585,0,38,2,107250,3.0,18,11.0,5,7,1,7,3,3,1.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3220,0,37,18,174440,1.0,14,8.0,4,8,7,7,3,4,4.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1946,0,38,11,41710,0.0,23,10.0,4,9,7,7,4,3,3.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2685,0,25,9,100960,0.0,11,4.0,3,3,1,2,3,4,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
201,0,21,13,87260,1.0,11,3.0,2,3,1,2,3,2,2.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
843,0,53,8,20700,4.0,13,27.0,2,3,0,2,3,4,4.0,3.0,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
217,0,35,2,187400,1.0,19,1.0,2,1,0,0,3,3,2.0,2.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2404,0,53,1,39890,1.0,13,5.0,2,4,1,3,3,3,4.0,1.0,4.0,1,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4067,1,46,22,59800,4.0,8,28.0,2,7,4,3,1,2,3.0,1.0,1.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3528,0,37,3,160320,1.0,17,7.0,2,7,0,7,3,4,3.0,3.0,3.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2189,0,31,11,23020,4.0,14,13.0,3,11,4,8,3,3,2.0,3.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
185,0,24,6,12320,1.0,12,1.0,4,1,0,0,3,4,4.0,4.0,3.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1162,0,30,1,54700,1.0,18,12.0,2,12,6,10,3,2,4.0,4.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
671,0,28,7,59330,0.0,11,5.0,3,4,1,3,3,3,4.0,4.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1664,0,36,3,44780,0.0,18,15.0,3,14,7,8,3,3,4.0,3.0,4.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1928,0,24,8,23560,0.0,13,2.0,5,1,0,0,3,3,2.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,0,34,2,23230,0.0,17,4.0,2,3,0,2,3,1,2.94709236031927,4.0,3.0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2939,0,41,3,25430,3.0,12,6.0,3,1,0,0,3,4,1.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2338,0,50,2,61420,3.0,13,28.0,3,8,0,7,3,1,4.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
1700,0,34,7,26570,2.0,13,5.0,3,3,0,2,3,3,4.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4138,1,39,1,36730,3.0,13,19.0,3,1,0,0,3,2,3.0,4.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
187,0,25,2,190940,1.0,16,7.0,3,7,0,6,3,4,2.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1665,0,55,2,75470,7.0,16,31.0,2,9,6,2,3,4,2.0,3.0,3.0,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
3967,1,26,1,24260,1.0,15,1.0,3,1,0,0,3,3,2.0,2.0,3.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3044,0,56,2,26910,6.0,16,36.0,6,7,7,7,3,1,1.0,4.0,2.0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1303,0,27,9,43930,1.0,18,8.0,2,8,0,7,3,4,3.0,4.0,1.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
3977,1,50,5,44240,3.0,9,18.0,2,4,1,3,1,2,2.0,2.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
591,0,27,2,48510,8.0,18,5.0,2,1,0,0,3,3,1.0,3.0,4.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
813,0,46,5,46150,6.0,12,19.0,3,10,0,9,3,4,3.0,2.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
2725,0,52,17,28890,1.0,11,34.0,2,34,1,16,3,3,4.0,3.0,3.0,1,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
1043,0,43,7,12740,1.0,19,6.0,3,5,1,4,3,4,3.0,2.0,4.0,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3227,0,29,16,41630,9.0,15,8.0,4,5,1,4,3,3,3.0,4.0,4.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
122,0,31,19,44400,1.0,13,4.0,2,4,3,2,3,3,4.0,3.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
3501,0,21,2,137570,1.0,15,0.0,3,0,0,0,3,4,1.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
669,0,47,6,23660,3.0,17,11.0,5,5,1,2,3,3,3.0,2.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1069,0,36,2,20180,1.0,13,6.0,5,6,0,3,3,3,2.0,4.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2050,0,46,1,99570,4.0,20,13.0,1,10,0,3,4,1,4.0,1.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
450,0,48,2,23700,2.0,11,27.0,3,5,2,1,3,3,2.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2262,0,32,18,74460,0.0,19,7.0,3,6,0,5,3,3,2.0,4.0,4.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3808,1,25,1,109320,1.0,10,1.0,3,1,1,0,1,1,3.0,3.0,2.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
327,0,38,18,137340,0.0,13,3.0,3,2,1,2,3,3,3.0,1.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
623,0,58,18,24500,3.0,12,32.0,2,9,1,5,3,4,4.0,4.0,4.0,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
2696,0,27,8,132450,1.0,23,9.0,3,9,0,7,4,3,4.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
