Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing
0,51,Travel_Rarely,Research_Development,1,3,Other,Female,3,Research_Director,Married,80080,2.0,18,1,10.0,4,1,0,0,3,4,2.0,4.0,4.0,1,1,1,1,1
0,58,Travel_Rarely,Sales,2,3,Marketing,Female,1,Research_Scientist,Married,52060,4.0,16,3,9.0,4,1,0,0,3,3,3.0,3.0,4.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,9,2,Technical_Degree,Male,4,Laboratory _Technician,Married,52950,7.0,25,0,15.0,4,12,2,11,3,4,3.0,4.0,3.0,1,1,1,1,1
0,34,Travel_Frequently,Sales,19,4,Marketing,Male,2,Manufacturing_Director,Married,164130,6.0,16,0,6.0,1,4,1,2,3,3,4.0,2.0,3.0,1,1,1,1,1
0,22,Travel_Rarely,Research_Development,2,3,Medical,Male,1,Laboratory _Technician,Married,132690,1.0,13,1,2.0,2,2,2,2,4,4,4.0,3.0,3.0,1,1,1,1,1
0,27,Non-Travel,Research_Development,2,3,Medical,Male,1,Healthcare_Representative,Divorced,27830,6.0,14,1,6.0,2,2,2,2,3,3,3.0,4.0,4.0,1,1,1,1,1
0,28,Travel_Rarely,Sales,3,4,Life_Sciences,Male,2,Healthcare_Representative,Married,54330,1.0,19,1,5.0,4,5,0,2,3,3,2.0,3.0,1.0,1,1,1,1,1
0,57,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,2,Manufacturing_Director,Divorced,20130,3.0,15,1,12.0,5,5,1,4,3,4,3.0,3.0,3.0,1,1,1,1,1
0,27,Non-Travel,Research_Development,2,3,Life_Sciences,Male,1,Manufacturing_Director,Divorced,139660,1.0,12,0,1.0,1,1,0,1,3,1,1.0,3.0,4.0,1,1,1,1,1
0,50,Travel_Rarely,Research_Development,3,3,Life_Sciences,Female,2,Manufacturing_Director,Single,43740,3.0,12,1,21.0,5,5,4,4,3,3,4.0,4.0,4.0,1,1,1,1,1
0,41,Travel_Rarely,Sales,6,4,Marketing,Male,4,Laboratory _Technician,Divorced,68420,4.0,16,1,13.0,3,9,1,8,3,2,3.0,3.0,4.0,1,1,1,1,1
0,30,Travel_Rarely,Human_Resources,1,4,HR,Female,1,Manager,Married,174260,2.0,14,1,12.0,0,10,7,4,3,4,2.0,4.0,2.0,1,1,1,1,1
0,38,Travel_Rarely,Sales,1,1,Medical,Male,2,Laboratory _Technician,Single,176030,4.0,13,0,12.0,0,8,0,7,3,3,4.0,4.0,3.0,1,1,1,1,1
0,32,Travel_Rarely,Research_Development,16,3,Medical,Female,1,Manufacturing_Director,Single,45810,3.0,21,1,8.0,3,5,1,4,3,3,4.0,4.0,1.0,1,1,1,1,1
0,27,Travel_Rarely,Research_Development,4,4,Medical,Male,2,Healthcare_Representative,Married,47350,0.0,18,0,6.0,2,5,1,1,3,3,3.0,4.0,4.0,1,1,1,1,1
0,36,Travel_Frequently,Sales,20,3,Marketing,Female,2,Research_Director,Single,55050,4.0,13,2,13.0,3,8,7,2,4,3,4.0,3.0,4.0,1,1,1,1,1
0,30,Non-Travel,Sales,1,3,Medical,Female,1,Sales_Executive,Divorced,54700,1.0,12,1,12.0,2,12,6,10,3,3,4.0,3.0,4.0,1,1,1,1,1
0,45,Travel_Rarely,Research_Development,19,2,Medical,Male,2,Sales_Executive,Divorced,54760,4.0,18,1,9.0,3,5,0,3,3,3,3.0,3.0,2.0,1,1,1,1,1
0,56,Travel_Rarely,Research_Development,3,3,Life_Sciences,Male,4,Manager,Divorced,25870,4.0,12,0,19.0,2,2,2,2,3,2,2.0,4.0,3.0,1,1,1,1,1
0,33,Travel_Rarely,Research_Development,2,2,Medical,Male,1,Sales_Executive,Single,24400,0.0,14,3,4.0,4,3,0,2,3,4,2.0,3.0,3.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,8,3,Technical_Degree,Female,2,Laboratory _Technician,Divorced,153790,1.0,11,0,24.0,1,24,15,7,3,3,4.0,4.0,3.0,1,1,1,1,1
0,38,Travel_Rarely,Sales,3,4,Life_Sciences,Male,1,Manufacturing_Director,Single,70820,1.0,14,0,2.0,3,2,2,1,3,4,3.0,3.0,4.0,1,1,1,1,1
0,31,Travel_Rarely,Sales,2,5,Life_Sciences,Male,2,Sales_Representative,Married,27280,8.0,11,0,7.0,3,4,0,2,3,3,4.0,3.0,4.0,1,1,1,1,1
0,34,Travel_Rarely,Sales,7,3,Marketing,Female,2,Manager,Single,53680,2.0,13,1,9.0,2,3,1,2,3,4,2.0,2.0,4.0,1,1,1,1,1
0,50,Travel_Rarely,Sales,15,4,Marketing,Male,3,Sales_Executive,Married,31950,2.0,11,0,5.0,4,3,0,2,3,3,4.0,4.0,2.0,1,1,1,1,1
0,53,Travel_Rarely,Sales,1,2,Life_Sciences,Male,1,Manager,Divorced,39890,1.0,20,0,5.0,2,4,1,3,3,4,4.0,3.0,4.0,1,1,1,1,1
0,33,Travel_Rarely,Research_Development,3,3,Life_Sciences,Male,1,Human_Resources,Married,33060,1.0,17,3,8.0,6,8,1,6,3,4,4.0,2.0,3.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,9,3,Life_Sciences,Female,2,Sales_Executive,Married,70050,1.0,11,2,21.0,2,20,9,9,4,3,4.0,4.0,4.0,1,1,1,1,1
0,55,Travel_Rarely,Research_Development,5,1,Life_Sciences,Female,2,Laboratory _Technician,Single,26550,8.0,18,0,36.0,0,24,2,15,3,4,4.0,4.0,4.0,1,1,1,1,1
0,34,Travel_Frequently,Human_Resources,6,4,Other,Female,1,Research_Scientist,Married,13930,1.0,11,2,10.0,4,10,1,9,3,2,4.0,4.0,4.0,1,1,1,1,1
0,51,Travel_Rarely,Human_Resources,3,2,HR,Male,2,Sales_Representative,Single,25700,3.0,12,0,21.0,2,7,1,0,3,3,4.0,3.0,3.0,1,1,1,1,1
0,52,Travel_Rarely,Research_Development,2,4,Medical,Female,2,Sales_Representative,Married,35370,0.0,20,1,34.0,3,33,11,9,3,2,4.0,3.0,4.0,1,1,1,1,1
0,27,Travel_Rarely,Sales,12,3,Marketing,Male,1,Research_Scientist,Single,39860,1.0,19,2,7.0,3,7,0,3,3,4,4.0,2.0,2.0,1,1,1,1,1
0,43,Non-Travel,Research_Development,5,2,Medical,Male,1,Healthcare_Representative,Divorced,20280,4.0,12,1,7.0,2,5,2,2,4,2,3.0,3.0,3.0,1,1,1,1,1
0,45,Non-Travel,Research_Development,7,2,Medical,Female,1,Sales_Executive,Married,95250,9.0,13,0,22.0,3,20,11,8,3,4,4.0,3.0,4.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,6,3,Life_Sciences,Female,1,Research_Scientist,Married,29290,1.0,11,0,8.0,2,8,1,7,3,4,4.0,4.0,4.0,1,1,1,1,1
0,35,Travel_Frequently,Research_Development,1,3,Other,Male,2,Research_Director,Single,22750,5.0,14,0,10.0,2,6,1,2,3,4,3.0,2.0,4.0,1,1,1,1,1
0,42,Non-Travel,Research_Development,1,1,Technical_Degree,Male,2,Sales_Executive,Divorced,78790,2.0,14,1,11.0,2,5,0,2,3,1,3.0,4.0,3.0,1,1,1,1,1
0,38,Travel_Rarely,Sales,6,2,Marketing,Male,5,Research_Scientist,Married,49300,9.0,13,0,14.0,0,1,0,0,3,4,1.0,3.0,3.0,1,1,1,1,1
0,38,Travel_Rarely,Human_Resources,20,1,HR,Female,1,Manufacturing_Director,Married,78470,3.0,19,1,9.0,3,7,1,7,3,3,4.0,4.0,2.0,1,1,1,1,1
0,27,Travel_Frequently,Research_Development,10,4,Medical,Male,1,Manager,Married,44010,5.0,23,0,6.0,4,2,2,0,3,4,3.0,4.0,4.0,1,1,1,1,1
0,49,Non-Travel,Research_Development,18,1,Other,Female,2,Sales_Executive,Divorced,92410,1.0,12,1,7.0,5,7,1,7,3,3,4.0,4.0,4.0,1,1,1,1,1
0,34,Travel_Frequently,Research_Development,6,2,Medical,Male,4,Sales_Representative,Divorced,29740,1.0,11,0,5.0,2,5,2,0,4,3,4.0,4.0,4.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,18,3,Medical,Female,1,Laboratory _Technician,Married,45020,8.0,17,2,15.0,0,7,3,7,3,3,4.0,4.0,3.0,1,1,1,1,1
0,22,Travel_Rarely,Research_Development,1,3,Life_Sciences,Female,4,Healthcare_Representative,Divorced,129360,1.0,22,2,4.0,3,4,2,2,3,4,4.0,4.0,3.0,1,1,1,1,1
0,36,Travel_Frequently,Research_Development,1,3,Life_Sciences,Female,2,Laboratory _Technician,Single,23050,1.0,18,0,8.0,3,8,1,7,3,4,1.0,3.0,2.0,1,1,1,1,1
0,40,Non-Travel,Research_Development,22,2,Life_Sciences,Male,1,Manufacturing_Director,Married,167040,9.0,12,0,5.0,2,3,0,2,4,3,4.0,4.0,4.0,1,1,1,1,1
0,46,Travel_Rarely,Research_Development,20,1,Medical,Male,5,Research_Scientist,Divorced,34330,7.0,19,0,17.0,3,4,0,3,3,4,1.0,4.0,3.0,1,1,1,1,1
0,30,Non-Travel,Research_Development,14,4,Life_Sciences,Male,2,Healthcare_Representative,Single,64300,1.0,13,1,12.0,2,11,5,8,3,3,2.0,4.0,4.0,1,1,1,1,1
0,27,Travel_Frequently,Research_Development,14,2,Medical,Female,1,Laboratory _Technician,Single,65160,1.0,19,1,7.0,4,7,0,7,3,4,3.0,4.0,4.0,1,1,1,1,1
0,51,Travel_Rarely,Research_Development,2,1,Medical,Female,1,Manufacturing_Director,Married,39070,5.0,12,0,16.0,2,10,4,7,3,2,4.0,4.0,4.0,1,1,1,1,1
0,41,Travel_Rarely,Research_Development,1,3,Life_Sciences,Male,2,Human_Resources,Single,68830,3.0,19,2,16.0,3,1,0,0,3,3,4.0,4.0,3.0,1,1,1,1,1
0,45,Non-Travel,Research_Development,2,3,Medical,Female,2,Research_Scientist,Single,103680,6.0,25,2,23.0,2,19,12,8,3,2,4.0,4.0,4.0,1,1,1,1,1
0,54,Travel_Rarely,Sales,6,2,Marketing,Female,2,Laboratory _Technician,Married,61340,2.0,22,0,16.0,2,6,0,5,3,4,4.0,4.0,3.0,1,1,1,1,1
0,36,Travel_Rarely,Research_Development,13,4,Life_Sciences,Male,1,Healthcare_Representative,Single,67350,8.0,15,2,16.0,3,13,3,7,4,3,3.0,3.0,2.0,1,1,1,1,1
0,33,Travel_Rarely,Sales,7,1,Other,Female,3,Sales_Executive,Married,32950,6.0,12,2,7.0,2,3,1,1,4,3,4.0,4.0,1.0,1,1,1,1,1
0,37,Travel_Frequently,Sales,2,4,Life_Sciences,Male,2,Laboratory _Technician,Divorced,52380,1.0,11,1,10.0,5,10,0,7,3,3,2.0,4.0,2.0,1,1,1,1,1
0,38,Travel_Rarely,Research_Development,1,2,Medical,Male,4,Laboratory _Technician,Divorced,64720,0.0,13,0,17.0,4,16,5,13,3,2,2.0,2.0,3.0,1,1,1,1,1
0,31,Non-Travel,Sales,3,1,Medical,Female,3,Research_Scientist,Married,96100,0.0,19,1,6.0,2,5,1,4,3,4,4.0,4.0,1.0,1,1,1,1,1
0,59,Travel_Rarely,Research_Development,4,3,Life_Sciences,Female,3,Manager,Married,198330,3.0,19,0,7.0,2,1,0,0,3,4,4.0,3.0,3.0,1,1,1,1,1
0,37,Travel_Frequently,Sales,2,3,Marketing,Female,2,Laboratory _Technician,Divorced,97560,4.0,13,0,13.0,2,9,5,8,3,3,2.0,4.0,4.0,1,1,1,1,1
0,29,Travel_Frequently,Sales,12,4,Medical,Female,1,Sales_Executive,Married,49680,1.0,14,3,11.0,4,11,4,1,3,3,3.0,4.0,3.0,1,1,1,1,1
0,35,Travel_Frequently,Research_Development,15,3,Life_Sciences,Female,1,Sales_Executive,Single,21450,1.0,11,0,10.0,6,10,0,8,3,3,4.0,3.0,1.0,1,1,1,1,1
0,52,Travel_Rarely,Research_Development,1,2,Medical,Female,4,Manager,Single,83460,7.0,11,0,6.0,5,2,2,2,3,2,2.0,4.0,2.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,6,4,Life_Sciences,Female,2,Sales_Executive,Married,34450,1.0,23,2,22.0,2,22,11,15,3,4,4.0,4.0,1.0,1,1,1,1,1
0,59,Travel_Rarely,Research_Development,3,4,Technical_Degree,Male,1,Healthcare_Representative,Married,27600,8.0,24,0,7.0,3,2,2,2,3,4,1.0,4.0,3.0,1,1,1,1,1
0,50,Travel_Rarely,Research_Development,9,2,Life_Sciences,Male,2,Sales_Executive,Divorced,62940,3.0,14,1,32.0,2,7,0,6,4,3,4.0,4.0,2.0,1,1,1,1,1
0,43,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing_Director,Married,29320,5.0,16,0,22.0,3,17,1,9,4,4,4.0,3.0,4.0,1,1,1,1,1
0,52,Non-Travel,Research_Development,2,3,Technical_Degree,Male,1,Sales_Executive,Single,45070,1.0,12,0,33.0,3,33,15,12,3,4,1.0,4.0,4.0,1,1,1,1,1
0,32,Travel_Rarely,Human_Resources,10,4,Life_Sciences,Female,3,Manufacturing_Director,Married,85640,2.0,13,1,6.0,2,4,1,2,3,4,,3.0,2.0,1,1,0,1,1
0,39,Travel_Rarely,Sales,21,4,Life_Sciences,Male,2,Research_Director,Divorced,81610,7.0,15,1,7.0,2,3,1,2,3,3,4.0,2.0,3.0,1,1,1,1,1
0,32,Non-Travel,Sales,2,4,Marketing,Male,4,Research_Scientist,Married,21090,0.0,14,1,4.0,3,3,2,2,3,3,1.0,4.0,2.0,1,1,1,1,1
0,41,Travel_Rarely,Sales,23,3,Life_Sciences,Female,2,Laboratory _Technician,Divorced,52940,2.0,14,0,17.0,3,1,0,0,3,4,4.0,4.0,1.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,2,3,Life_Sciences,Male,1,Manufacturing_Director,Divorced,27180,,14,1,9.0,4,9,4,7,3,1,2.0,4.0,4.0,0,1,1,1,1
0,45,Travel_Rarely,Research_Development,14,1,Life_Sciences,Female,2,Sales_Representative,Married,58110,0.0,12,0,25.0,4,24,1,7,3,2,4.0,1.0,2.0,1,1,1,1,1
0,31,Travel_Frequently,Research_Development,6,4,Medical,Male,1,Research_Scientist,Divorced,24370,9.0,13,1,9.0,3,2,2,2,3,2,3.0,1.0,2.0,1,1,1,1,1
0,33,Travel_Rarely,Research_Development,2,4,Life_Sciences,Female,1,Sales_Executive,Married,27660,1.0,14,1,2.0,2,2,0,2,3,3,1.0,3.0,3.0,1,1,1,1,1
0,34,Travel_Rarely,Research_Development,21,3,Other,Female,1,Sales_Executive,Married,190380,6.0,13,0,13.0,3,11,5,9,3,3,4.0,3.0,2.0,1,1,1,1,1
0,37,Travel_Rarely,Research_Development,18,5,Medical,Female,2,Manufacturing_Director,Married,30550,2.0,19,3,17.0,3,3,0,2,3,3,4.0,4.0,2.0,1,1,1,1,1
0,45,Travel_Frequently,Sales,17,1,Marketing,Male,3,Research_Scientist,Married,22890,4.0,18,0,9.0,3,3,0,2,3,3,4.0,2.0,2.0,1,1,1,1,1
0,39,Travel_Frequently,Research_Development,18,3,Medical,Female,1,Manufacturing_Director,Single,129650,0.0,17,1,20.0,2,19,11,8,3,4,3.0,4.0,1.0,1,1,1,1,1
0,29,Travel_Rarely,Sales,3,3,Other,Female,2,Human_Resources,Single,35390,1.0,15,0,6.0,2,6,1,5,3,3,1.0,2.0,3.0,1,1,1,1,1
0,42,Travel_Rarely,Research_Development,4,4,Medical,Female,1,Research_Scientist,Single,60290,3.0,20,1,10.0,5,3,0,2,3,3,3.0,3.0,2.0,1,1,1,1,1
0,29,Travel_Rarely,Research_Development,2,4,Medical,Male,1,Laboratory _Technician,Divorced,26790,2.0,14,0,10.0,2,3,0,2,3,4,4.0,4.0,2.0,1,1,1,1,1
0,25,Travel_Rarely,Research_Development,20,2,Life_Sciences,Male,2,Sales_Executive,Married,37020,0.0,12,0,5.0,4,4,1,2,4,3,1.0,4.0,3.0,1,1,1,1,1
0,42,Travel_Rarely,Sales,14,2,Medical,Male,1,Laboratory _Technician,Divorced,23980,0.0,16,1,10.0,2,9,7,8,3,4,4.0,4.0,1.0,1,1,1,1,1
0,40,Travel_Rarely,Research_Development,22,3,Medical,Male,2,Laboratory _Technician,Divorced,54680,0.0,10,0,,6,21,3,9,3,1,2.0,3.0,3.0,1,0,1,1,1
1,31,Travel_Frequently,Research_Development,12,1,Life_Sciences,Female,1,Research_Scientist,Single,41890,0.0,14,1,6.0,3,5,1,4,4,2,1.0,1.0,1.0,1,1,1,1,1
1,28,Travel_Rarely,Research_Development,13,2,Medical,Male,2,Sales_Executive,Single,58130,2.0,14,1,5.0,2,0,0,0,2,1,1.0,2.0,1.0,1,1,1,1,1
1,47,Non-Travel,Research_Development,3,1,Medical,Male,1,Research_Scientist,Married,57620,1.0,5,2,10.0,4,10,9,9,1,3,3.0,2.0,1.0,1,1,1,1,1
1,44,Travel_Frequently,Research_Development,1,2,Medical,Male,2,Research_Scientist,Divorced,103330,3.0,9,1,19.0,2,1,0,0,2,2,1.0,4.0,2.0,1,1,1,1,1
1,26,Travel_Rarely,Research_Development,5,3,Medical,Male,3,Research_Scientist,Divorced,68540,2.0,3,0,5.0,5,3,0,2,3,1,1.0,1.0,1.0,1,1,1,1,1
1,26,Travel_Rarely,Research_Development,10,3,Medical,Male,2,Manager,Single,157870,1.0,10,2,8.0,5,8,7,4,3,2,2.0,2.0,3.0,1,1,1,1,1
1,18,Travel_Rarely,Research_Development,1,4,Life_Sciences,Male,1,Sales_Executive,Single,23350,1.0,10,2,0.0,3,0,0,0,1,2,1.0,2.0,1.0,1,1,1,1,1
1,52,Travel_Rarely,Research_Development,8,1,Life_Sciences,Female,2,Research_Scientist,Married,47740,2.0,13,1,11.0,2,8,7,7,1,3,1.0,2.0,2.0,1,1,1,1,1
1,28,Travel_Rarely,Research_Development,11,4,Medical,Male,1,Sales_Executive,Married,56730,5.0,9,1,5.0,4,3,2,2,1,2,4.0,3.0,3.0,1,1,1,1,1
1,39,Travel_Rarely,Research_Development,1,1,Medical,Female,1,Laboratory _Technician,Married,42840,4.0,10,1,12.0,0,1,0,0,1,3,3.0,4.0,2.0,1,1,1,1,1
1,29,Travel_Rarely,Research_Development,35,3,Medical,Female,1,Research_Scientist,Married,23070,1.0,7,1,7.0,0,7,0,7,2,2,3.0,1.0,3.0,1,1,1,1,1
1,21,Travel_Frequently,Research_Development,11,3,Medical,Female,4,Manufacturing_Director,Single,178750,1.0,5,0,3.0,5,3,1,2,2,3,1.0,2.0,1.0,1,1,1,1,1
1,33,Travel_Rarely,Human_Resources,34,2,HR,Female,5,Manager,Single,55610,1.0,12,1,1.0,3,1,0,0,4,2,3.0,2.0,2.0,1,1,1,1,1
1,41,Travel_Frequently,Research_Development,19,1,Medical,Female,1,Research_Scientist,Single,28100,1.0,2,0,8.0,3,8,7,7,3,2,1.0,4.0,3.0,1,1,1,1,1
1,40,Travel_Rarely,Research_Development,10,3,Medical,Female,1,Healthcare_Representative,Married,86280,2.0,13,0,8.0,2,6,1,0,2,2,1.0,3.0,3.0,1,1,1,1,1
1,21,Travel_Rarely,Human_Resources,12,2,HR,Male,1,Laboratory _Technician,Single,53730,1.0,5,1,1.0,2,1,0,0,2,1,1.0,1.0,2.0,1,1,1,1,1
1,34,Non-Travel,Research_Development,8,3,Life_Sciences,Male,1,Sales_Representative,Single,56170,8.0,22,1,9.0,3,5,0,4,4,2,2.0,1.0,1.0,1,1,1,1,1
1,26,Travel_Frequently,Sales,17,3,Life_Sciences,Male,2,Manager,Single,75100,0.0,15,3,7.0,3,6,0,4,1,2,1.0,2.0,1.0,1,1,1,1,1
1,30,Travel_Frequently,Sales,4,2,Marketing,Male,3,Research_Scientist,Single,11290,9.0,16,0,3.0,2,1,0,0,2,3,3.0,1.0,1.0,1,1,1,1,1
1,25,Travel_Rarely,Research_Development,6,2,Life_Sciences,Female,3,Laboratory _Technician,Married,26600,5.0,4,0,6.0,3,2,0,2,2,3,1.0,1.0,3.0,1,1,1,1,1
1,24,Travel_Rarely,Research_Development,32,2,Medical,Male,1,Research_Scientist,Single,104220,1.0,12,1,6.0,0,5,1,4,3,2,2.0,3.0,1.0,1,1,1,1,1
1,34,Travel_Frequently,Research_Development,6,3,Medical,Male,2,Research_Scientist,Divorced,137440,0.0,16,1,3.0,3,2,1,0,4,3,3.0,1.0,2.0,1,1,1,1,1
1,29,Travel_Rarely,Research_Development,23,4,Life_Sciences,Male,3,Research_Scientist,Married,17900,5.0,7,1,6.0,4,2,1,1,1,3,1.0,3.0,2.0,1,1,1,1,1
1,19,Travel_Rarely,Research_Development,5,3,Medical,Male,1,Sales_Executive,Single,76440,1.0,7,2,1.0,2,1,0,0,1,1,4.0,2.0,3.0,1,1,1,1,1
1,33,Travel_Rarely,Research_Development,12,3,Life_Sciences,Female,4,Research_Director,Married,67280,7.0,14,0,15.0,2,7,7,7,4,2,3.0,3.0,3.0,1,1,1,1,1
1,33,Travel_Rarely,Sales,6,4,Marketing,Male,2,Research_Director,Divorced,66520,7.0,20,0,8.0,5,4,1,3,2,2,2.0,3.0,1.0,1,1,1,1,1
1,31,Travel_Frequently,Research_Development,26,2,Medical,Female,2,Sales_Executive,Married,56890,3.0,12,2,12.0,2,1,0,0,1,2,4.0,1.0,1.0,1,1,1,1,1
1,34,Travel_Frequently,Sales,20,1,Marketing,Male,1,Research_Director,Divorced,20010,9.0,14,1,11.0,5,3,0,2,2,1,1.0,3.0,3.0,1,1,1,1,1
1,22,Travel_Frequently,Research_Development,8,3,Medical,Female,2,Laboratory _Technician,Single,37850,5.0,8,2,4.0,2,2,1,2,2,2,2.0,3.0,2.0,1,1,1,1,1
1,26,Travel_Frequently,Research_Development,2,1,Life_Sciences,Female,2,Laboratory _Technician,Divorced,59930,0.0,5,0,8.0,3,7,1,0,2,4,4.0,2.0,3.0,1,1,1,1,1
1,18,Travel_Frequently,Research_Development,2,3,Technical_Degree,Male,1,Sales_Executive,Single,34680,1.0,15,2,0.0,4,0,0,0,3,2,3.0,2.0,1.0,1,1,1,1,1
1,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing_Director,Single,24260,1.0,16,0,1.0,3,1,0,0,3,2,3.0,1.0,2.0,1,1,1,1,1
1,32,Non-Travel,Research_Development,8,2,Life_Sciences,Female,2,Research_Director,Married,32980,8.0,13,0,6.0,4,4,1,2,3,2,3.0,3.0,1.0,1,1,1,1,1
1,24,Travel_Frequently,Research_Development,2,3,Medical,Male,2,Research_Scientist,Married,39190,1.0,16,0,6.0,3,6,1,2,3,3,1.0,3.0,1.0,1,1,1,1,1
1,30,Travel_Frequently,Research_Development,11,3,Other,Male,2,Healthcare_Representative,Married,68250,1.0,6,0,1.0,2,1,0,0,3,2,1.0,3.0,1.0,1,1,1,1,1
1,31,Travel_Rarely,Research_Development,11,1,Medical,Female,1,Sales_Representative,Divorced,189470,2.0,8,2,9.0,2,3,1,2,3,3,2.0,2.0,2.0,1,1,1,1,1
1,27,Travel_Rarely,Sales,32,3,Life_Sciences,Male,2,Research_Scientist,Divorced,22930,0.0,10,0,5.0,0,4,0,2,1,2,1.0,2.0,3.0,1,1,1,1,1
1,45,Travel_Frequently,Research_Development,23,4,Life_Sciences,Male,3,Research_Director,Married,34410,2.0,8,1,5.0,5,1,0,0,2,2,3.0,1.0,3.0,1,1,1,1,1
1,20,Travel_Rarely,Research_Development,1,3,Life_Sciences,Male,5,Sales_Representative,Single,61620,1.0,4,3,1.0,2,1,1,1,2,2,2.0,3.0,3.0,1,1,1,1,1
1,33,Travel_Frequently,Research_Development,18,4,Medical,Female,1,Laboratory _Technician,Single,24060,1.0,1,0,10.0,3,10,9,7,2,3,1.0,3.0,2.0,1,1,1,1,1
1,24,Travel_Rarely,Research_Development,20,2,Life_Sciences,Female,1,Healthcare_Representative,Single,25010,9.0,8,0,4.0,3,2,2,0,2,3,1.0,1.0,3.0,1,1,1,1,1
1,50,Travel_Frequently,Research_Development,5,2,Medical,Male,4,Sales_Representative,Married,44240,3.0,6,1,18.0,2,4,1,3,1,2,1.0,1.0,2.0,1,1,1,1,1
1,28,Travel_Rarely,Sales,2,4,Life_Sciences,Male,3,Research_Scientist,Single,20750,7.0,11,3,10.0,0,7,3,7,3,1,4.0,3.0,1.0,1,1,1,1,1
1,42,Travel_Frequently,Research_Development,12,1,Life_Sciences,Female,1,Sales_Executive,Divorced,50100,6.0,11,3,7.0,3,2,2,2,3,1,2.0,1.0,2.0,1,1,1,1,1
1,33,Travel_Rarely,Research_Development,1,2,Medical,Male,3,Laboratory _Technician,Single,28710,1.0,14,3,10.0,2,10,7,8,2,1,3.0,2.0,2.0,1,1,1,1,1
1,47,Travel_Frequently,Research_Development,5,3,Life_Sciences,Male,1,Research_Director,Single,27740,4.0,9,1,,2,5,1,3,3,1,1.0,3.0,2.0,1,0,1,1,1
1,55,Travel_Rarely,Human_Resources,8,3,HR,Male,4,Laboratory _Technician,Married,74280,5.0,8,0,24.0,2,5,1,4,2,3,3.0,2.0,3.0,1,1,1,1,1
1,26,Travel_Rarely,Research_Development,18,2,Life_Sciences,Male,2,Laboratory _Technician,Single,26130,6.0,16,1,6.0,2,4,1,2,3,2,3.0,2.0,2.0,1,1,1,1,1
1,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing_Director,Married,45590,1.0,11,1,1.0,2,0,0,0,1,2,4.0,3.0,2.0,1,1,1,1,1
1,29,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research_Scientist,Married,106500,1.0,9,2,1.0,2,1,0,0,2,3,1.0,1.0,2.0,1,1,1,1,1
1,33,Travel_Rarely,Research_Development,28,5,Life_Sciences,Male,1,Human_Resources,Single,86390,5.0,13,2,6.0,3,3,0,2,1,2,2.0,3.0,2.0,1,1,1,1,1
1,58,Travel_Rarely,Research_Development,29,3,Other,Female,2,Research_Scientist,Single,43170,7.0,11,0,40.0,2,31,13,8,1,2,3.0,1.0,1.0,1,1,1,1,1
1,28,Travel_Rarely,Research_Development,23,4,Medical,Female,2,Sales_Executive,Single,32040,6.0,9,1,5.0,4,2,2,1,2,1,1.0,3.0,1.0,1,1,1,1,1
1,49,Travel_Rarely,Sales,8,2,Life_Sciences,Female,2,Healthcare_Representative,Married,89980,1.0,8,2,9.0,2,9,7,7,3,2,2.0,2.0,2.0,1,1,1,1,1
1,55,Travel_Rarely,Human_Resources,19,3,Technical_Degree,Male,4,Manufacturing_Director,Single,43190,4.0,7,0,12.0,3,9,7,3,1,2,3.0,2.0,1.0,1,1,1,1,1
1,26,Travel_Frequently,Research_Development,26,4,Other,Female,1,Sales_Executive,Married,20240,1.0,22,0,8.0,2,8,1,7,3,1,4.0,1.0,2.0,1,1,1,1,1
1,35,Travel_Frequently,Sales,10,2,Marketing,Female,1,Laboratory _Technician,Divorced,36900,1.0,9,1,10.0,2,10,7,8,3,2,2.0,1.0,3.0,1,1,1,1,1
1,29,Travel_Rarely,Sales,4,3,Marketing,Male,3,Laboratory _Technician,Divorced,59160,6.0,9,0,5.0,2,3,0,2,3,2,3.0,3.0,2.0,1,1,1,1,1
1,32,Travel_Rarely,Research_Development,11,1,Medical,Female,1,Laboratory _Technician,Single,27410,1.0,12,1,1.0,5,1,0,1,1,1,2.0,3.0,2.0,1,1,1,1,1
